3000,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0
3000,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0
3000,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0
3000,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50
3000,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0
3000,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0
3000,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0
3000,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0
3000,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0
3000,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0
3000,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50
3000,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0
3000,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0
3000,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0
3000,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
